date,stock_code
20250624,002676.SZ
20250624,002272.SZ
20250624,000695.SZ
20250624,603161.SH
20250624,603065.SH
20250624,601908.SH
20250624,002374.SZ
20250624,002067.SZ
20250625,600698.SH
20250625,600201.SH
20250625,600666.SH
20250625,003026.SZ
20250625,603716.SH
20250625,603033.SH
20250625,603880.SH
20250625,600955.SH
20250625,600800.SH
20250625,603578.SH
20250625,000561.SZ
20250625,002657.SZ
20250625,002824.SZ
20250625,003015.SZ
20250625,603823.SH
20250625,000555.SZ
20250625,002805.SZ
20250626,603980.SH
20250626,603275.SH
20250626,603258.SH
20250626,601177.SH
20250626,002067.SZ
20250626,603119.SH
20250626,002355.SZ
20250626,002272.SZ
20250626,000065.SZ
20250626,600592.SH
20250626,000016.SZ
20250626,603920.SH
20250626,603065.SH
20250626,601908.SH
20250626,603226.SH
20250626,000572.SZ
20250626,002453.SZ
20250626,000695.SZ
20250626,002227.SZ
20250626,603032.SH
20250626,002210.SZ
20250627,600666.SH
20250627,603880.SH
20250627,600955.SH
20250627,000555.SZ
20250627,003026.SZ
20250627,603033.SH
20250627,002705.SZ
20250627,000561.SZ
20250627,002820.SZ
20250627,600391.SH
20250627,002657.SZ
20250627,003015.SZ
20250627,600184.SH
20250627,600604.SH
20250627,603716.SH
20250627,600800.SH
20250627,002824.SZ
20250627,601133.SH
20250627,603123.SH
20250627,600590.SH
20250630,600592.SH
20250630,603275.SH
20250630,603980.SH
20250630,603119.SH
20250630,002355.SZ
20250630,603258.SH
20250630,601177.SH
20250630,600250.SH
20250630,603920.SH
20250501,002382.SZ
20250501,001298.SZ
20250501,002418.SZ
20250501,002587.SZ
20250501,600771.SH
20250501,603255.SH
20250501,002009.SZ
20250501,603680.SH
20250501,000815.SZ
20250501,605016.SH
20250501,002852.SZ
20250501,603313.SH
20250501,605599.SH
20250501,603629.SH
20250502,002382.SZ
20250502,001298.SZ
20250502,002418.SZ
20250502,002587.SZ
20250502,600771.SH
20250502,603255.SH
20250502,002009.SZ
20250502,603680.SH
20250502,000815.SZ
20250502,605016.SH
20250502,002852.SZ
20250502,603313.SH
20250502,605599.SH
20250502,603629.SH
20250505,002382.SZ
20250505,001298.SZ
20250505,002418.SZ
20250505,002587.SZ
20250505,600771.SH
20250505,603255.SH
20250505,002009.SZ
20250505,603680.SH
20250505,000815.SZ
20250505,605016.SH
20250505,002852.SZ
20250505,603313.SH
20250505,605599.SH
20250505,603629.SH
20250506,002382.SZ
20250506,001298.SZ
20250506,002418.SZ
20250506,002587.SZ
20250506,600771.SH
20250506,603255.SH
20250506,002009.SZ
20250506,603680.SH
20250506,000815.SZ
20250506,605016.SH
20250506,002852.SZ
20250506,603313.SH
20250506,605599.SH
20250506,603629.SH
20250507,
20250508,600503.SH
20250508,600203.SH
20250508,002106.SZ
20250508,600105.SH
20250508,002364.SZ
20250508,002549.SZ
20250508,603416.SH
20250508,600800.SH
20250508,002544.SZ
20250508,003033.SZ
20250508,603169.SH
20250508,000948.SZ
20250508,003036.SZ
20250508,000632.SZ
20250508,603072.SH
20250508,600053.SH
20250508,605228.SH
20250508,003038.SZ
20250508,002255.SZ
20250508,002639.SZ
20250509,600844.SH
20250509,603757.SH
20250509,000859.SZ
20250509,001696.SZ
20250512,002544.SZ
20250512,600203.SH
20250512,000632.SZ
20250512,003033.SZ
20250512,603072.SH
20250512,600053.SH
20250512,603169.SH
20250512,002106.SZ
20250512,003036.SZ
20250512,600105.SH
20250512,002255.SZ
20250512,002639.SZ
20250512,000948.SZ
20250512,603416.SH
20250512,600800.SH
20250513,600575.SH
20250513,000026.SZ
20250514,603595.SH
20250515,603162.SH
20250515,002757.SZ
20250515,600575.SH
20250515,603630.SH
20250515,600284.SH
20250515,000710.SZ
20250515,002549.SZ
20250515,605166.SH
20250515,000026.SZ
20250516,600644.SH
20250516,600794.SH
20250516,002688.SZ
20250516,002730.SZ
20250516,603569.SH
20250516,001212.SZ
20250516,600370.SH
20250516,601086.SH
20250519,002489.SZ
20250519,000639.SZ
20250519,002626.SZ
20250519,605166.SH
20250519,000566.SZ
20250519,002664.SZ
20250520,600397.SH
20250520,002915.SZ
20250520,600644.SH
20250520,603178.SH
20250520,002520.SZ
20250520,001317.SZ
20250520,002730.SZ
20250520,603758.SH
20250520,000756.SZ
20250520,603665.SH
20250520,001212.SZ
20250520,002284.SZ
20250520,603990.SH
20250520,601086.SH
20250521,603378.SH
20250521,000702.SZ
20250521,600743.SH
20250521,002286.SZ
20250521,000639.SZ
20250521,002626.SZ
20250521,002990.SZ
20250521,603955.SH
20250521,605338.SH
20250521,600658.SH
20250521,000566.SZ
20250521,600336.SH
20250521,603317.SH
20250521,000612.SZ
20250521,603016.SH
20250521,603326.SH
20250521,600343.SH
20250522,002103.SZ
20250522,600397.SH
20250522,002570.SZ
20250522,603178.SH
20250522,001317.SZ
20250522,603901.SH
20250522,603725.SH
20250522,603693.SH
20250522,600505.SH
20250522,002292.SZ
20250522,603665.SH
20250522,000756.SZ
20250522,002123.SZ
20250523,601069.SH
20250523,603321.SH
20250523,002580.SZ
20250523,603955.SH
20250523,002403.SZ
20250523,002347.SZ
20250523,603016.SH
20250526,600990.SH
20250526,603725.SH
20250526,605033.SH
20250526,601956.SH
20250527,000859.SZ
20250527,601069.SH
20250527,603949.SH
20250527,002580.SZ
20250527,002886.SZ
20250527,000710.SZ
20250527,002846.SZ
20250528,603777.SH
20250528,600756.SH
20250528,603076.SH
20250528,605069.SH
20250528,603960.SH
20250528,002682.SZ
20250528,000838.SZ
20250528,000777.SZ
20250528,002194.SZ
20250528,600558.SH
20250528,600476.SH
20250529,002103.SZ
20250529,000639.SZ
20250529,603949.SH
20250529,002556.SZ
20250529,600189.SH
20250529,600172.SH
20250529,603697.SH
20250529,002886.SZ
20250529,002258.SZ
20250529,003042.SZ
20250529,603767.SH
20250529,000710.SZ
20250530,603777.SH
20250530,600756.SH
20250530,002342.SZ
20250530,605069.SH
20250530,603506.SH
20250530,605188.SH
20250530,603680.SH
20250530,002682.SZ
20250530,002550.SZ
20250530,002194.SZ
20250530,000777.SZ
20250530,600558.SH
20250530,002278.SZ
20250530,002347.SZ
20250530,002998.SZ
20250303,603336.SH
20250303,601113.SH
20250303,600212.SH
20250303,603660.SH
20250303,603777.SH
20250303,600210.SH
20250303,603072.SH
20250303,002187.SZ
20250303,600280.SH
20250303,000759.SZ
20250303,002488.SZ
20250303,600778.SH
20250303,603429.SH
20250303,603196.SH
20250303,605179.SH
20250303,002163.SZ
20250303,603991.SH
20250304,603021.SH
20250304,002178.SZ
20250304,600470.SH
20250304,000036.SZ
20250304,600206.SH
20250304,002769.SZ
20250304,001359.SZ
20250304,600581.SH
20250304,600782.SH
20250304,002140.SZ
20250304,600622.SH
20250304,600586.SH
20250305,603602.SH
20250305,600281.SH
20250305,603072.SH
20250305,600105.SH
20250305,002326.SZ
20250305,000688.SZ
20250305,002488.SZ
20250305,002917.SZ
20250305,603876.SH
20250305,002853.SZ
20250305,003010.SZ
20250305,603196.SH
20250305,603011.SH
20250305,603630.SH
20250305,603716.SH
20250305,002163.SZ
20250305,000016.SZ
20250305,603399.SH
20250305,600212.SH
20250305,605133.SH
20250306,002933.SZ
20250306,002126.SZ
20250306,603887.SH
20250306,603810.SH
20250306,002960.SZ
20250306,002178.SZ
20250306,002553.SZ
20250306,600797.SH
20250306,002134.SZ
20250306,605228.SH
20250306,603123.SH
20250307,603985.SH
20250307,002975.SZ
20250307,605488.SH
20250307,002824.SZ
20250307,600105.SH
20250307,000688.SZ
20250307,002194.SZ
20250307,002801.SZ
20250307,002853.SZ
20250307,002418.SZ
20250307,003010.SZ
20250307,603011.SH
20250307,603716.SH
20250307,002526.SZ
20250307,603386.SH
20250307,001282.SZ
20250307,603399.SH
20250307,605133.SH
20250307,603809.SH
20250307,605319.SH
20250307,002436.SZ
20250307,603666.SH
20250307,600343.SH
20250310,600797.SH
20250310,603171.SH
20250310,603088.SH
20250310,002126.SZ
20250310,002042.SZ
20250310,000880.SZ
20250310,603270.SH
20250310,600133.SH
20250310,603315.SH
20250310,603123.SH
20250310,603507.SH
20250310,603286.SH
20250310,603887.SH
20250310,002657.SZ
20250310,603810.SH
20250310,600449.SH
20250310,002101.SZ
20250310,002553.SZ
20250310,002134.SZ
20250310,002933.SZ
20250311,002194.SZ
20250311,001282.SZ
20250311,002943.SZ
20250311,603809.SH
20250311,605319.SH
20250311,600961.SH
20250311,600302.SH
20250311,603666.SH
20250311,605488.SH
20250311,002526.SZ
20250311,600361.SH
20250311,600343.SH
20250312,002099.SZ
20250312,600184.SH
20250312,600712.SH
20250312,600641.SH
20250312,002484.SZ
20250312,603171.SH
20250312,603088.SH
20250312,002205.SZ
20250312,002042.SZ
20250312,603270.SH
20250312,002992.SZ
20250312,600133.SH
20250312,603506.SH
20250312,603507.SH
20250312,002101.SZ
20250312,002167.SZ
20250312,600403.SH
20250312,600829.SH
20250312,002846.SZ
20250313,000815.SZ
20250313,002943.SZ
20250313,600818.SH
20250313,002292.SZ
20250313,600735.SH
20250313,000697.SZ
20250313,600302.SH
20250313,600961.SH
20250313,000014.SZ
20250313,600361.SH
20250314,002992.SZ
20250314,002730.SZ
20250314,002099.SZ
20250314,605286.SH
20250314,002846.SZ
20250314,000503.SZ
20250314,600184.SH
20250314,600712.SH
20250314,000791.SZ
20250314,603988.SH
20250314,601126.SH
20250314,002785.SZ
20250314,603506.SH
20250314,002735.SZ
20250314,002638.SZ
20250314,002927.SZ
20250314,002484.SZ
20250314,600399.SH
20250317,000813.SZ
20250317,600818.SH
20250317,000972.SZ
20250317,603102.SH
20250317,600735.SH
20250317,000697.SZ
20250317,000014.SZ
20250318,600300.SH
20250318,002638.SZ
20250318,600419.SH
20250318,002979.SZ
20250318,600601.SH
20250318,605286.SH
20250318,605009.SH
20250318,000503.SZ
20250318,605388.SH
20250318,000915.SZ
20250318,000791.SZ
20250318,001209.SZ
20250318,002719.SZ
20250318,603988.SH
20250318,603119.SH
20250318,600702.SH
20250318,002735.SZ
20250318,605337.SH
20250319,002048.SZ
20250319,001914.SZ
20250319,002034.SZ
20250319,002664.SZ
20250319,002042.SZ
20250319,000813.SZ
20250319,600708.SH
20250319,002630.SZ
20250319,603196.SH
20250319,002708.SZ
20250320,600300.SH
20250320,603757.SH
20250320,002979.SZ
20250320,002559.SZ
20250320,603211.SH
20250320,603790.SH
20250320,000915.SZ
20250320,603266.SH
20250320,002719.SZ
20250320,603119.SH
20250320,600702.SH
20250320,605337.SH
20250321,600692.SH
20250321,002535.SZ
20250321,002048.SZ
20250321,002664.SZ
20250321,002890.SZ
20250321,002173.SZ
20250321,601619.SH
20250321,603270.SH
20250321,603072.SH
20250321,002645.SZ
20250321,600178.SH
20250321,603196.SH
20250321,002708.SZ
20250321,600979.SH
20250324,601218.SH
20250324,601886.SH
20250324,601015.SH
20250324,603211.SH
20250324,600876.SH
20250324,603790.SH
20250324,603266.SH
20250324,000541.SZ
20250325,002115.SZ
20250325,600979.SH
20250325,600579.SH
20250325,000753.SZ
20250326,000422.SZ
20250326,600593.SH
20250326,000737.SZ
20250326,002391.SZ
20250326,600470.SH
20250326,000558.SZ
20250326,600876.SH
20250326,600882.SH
20250326,002667.SZ
20250326,000888.SZ
20250327,000573.SZ
20250327,600367.SH
20250327,603015.SH
20250327,600727.SH
20250327,603585.SH
20250327,002570.SZ
20250327,002639.SZ
20250327,603169.SH
20250327,002255.SZ
20250327,600579.SH
20250327,603188.SH
20250328,000422.SZ
20250328,000737.SZ
20250328,600789.SH
20250328,600081.SH
20250328,000048.SZ
20250328,000837.SZ
20250328,600470.SH
20250328,002667.SZ
20250328,600965.SH
20250328,600128.SH
20250328,603217.SH
20250328,001359.SZ
20250328,002206.SZ
20250331,000006.SZ
20250331,002755.SZ
20250331,603078.SH
20250331,603169.SH
20250331,603938.SH
20250401,601595.SH
20250401,000837.SZ
20250401,605255.SH
20250401,600239.SH
20250401,600128.SH
20250401,001359.SZ
20250401,603166.SH
20250401,603062.SH
20250402,000601.SZ
20250402,000715.SZ
20250402,000880.SZ
20250402,600857.SH
20250402,603078.SH
20250402,603312.SH
20250403,603336.SH
20250403,601595.SH
20250403,600851.SH
20250403,002563.SZ
20250403,600506.SH
20250403,605255.SH
20250403,002667.SZ
20250403,603192.SH
20250403,002255.SZ
20250403,603590.SH
20250403,603062.SH
20250404,000601.SZ
20250404,603657.SH
20250404,603326.SH
20250404,603499.SH
20250404,603178.SH
20250404,002571.SZ
20250404,600265.SH
20250404,002006.SZ
20250404,000715.SZ
20250404,600769.SH
20250404,000880.SZ
20250404,600857.SH
20250404,002582.SZ
20250404,603266.SH
20250404,603238.SH
20250404,002201.SZ
20250407,000601.SZ
20250407,603657.SH
20250407,603326.SH
20250407,603499.SH
20250407,603178.SH
20250407,002571.SZ
20250407,600265.SH
20250407,002006.SZ
20250407,000715.SZ
20250407,600769.SH
20250407,000880.SZ
20250407,600857.SH
20250407,002582.SZ
20250407,603266.SH
20250407,603238.SH
20250407,002201.SZ
20250408,
20250409,600593.SH
20250409,603569.SH
20250409,600032.SH
20250409,603739.SH
20250409,000403.SZ
20250410,000061.SZ
20250410,600644.SH
20250410,600785.SH
20250410,002187.SZ
20250410,603029.SH
20250410,002100.SZ
20250410,600975.SH
20250410,000716.SZ
20250410,603214.SH
20250410,001391.SZ
20250410,600738.SH
20250410,002567.SZ
20250410,002758.SZ
20250410,002697.SZ
20250410,603708.SH
20250410,002216.SZ
20250410,600280.SH
20250410,600882.SH
20250410,603395.SH
20250410,002588.SZ
20250410,002999.SZ
20250410,000882.SZ
20250410,003010.SZ
20250410,000735.SZ
20250410,605179.SH
20250410,002086.SZ
20250410,002819.SZ
20250410,600744.SH
20250410,600300.SH
20250410,601038.SH
20250410,001318.SZ
20250410,600694.SH
20250410,000501.SZ
20250410,600793.SH
20250410,000862.SZ
20250410,605338.SH
20250410,600828.SH
20250410,600778.SH
20250410,605337.SH
20250410,603970.SH
20250410,002772.SZ
20250410,002556.SZ
20250410,000679.SZ
20250410,002734.SZ
20250410,003037.SZ
20250410,600186.SH
20250411,601606.SH
20250411,002380.SZ
20250411,000905.SZ
20250411,603069.SH
20250411,603767.SH
20250411,002707.SZ
20250411,002347.SZ
20250411,000920.SZ
20250411,600622.SH
20250411,603895.SH
20250411,000796.SZ
20250411,000886.SZ
20250411,603712.SH
20250411,002825.SZ
20250411,603267.SH
20250411,603166.SH
20250411,002102.SZ
20250411,002265.SZ
20250411,000833.SZ
20250411,600391.SH
20250411,000815.SZ
20250411,002896.SZ
20250411,002685.SZ
20250411,002630.SZ
20250411,001256.SZ
20250411,000582.SZ
20250411,002307.SZ
20250411,002163.SZ
20250411,600279.SH
20250411,002767.SZ
20250411,002828.SZ
20250411,600017.SH
20250411,603458.SH
20250411,000403.SZ
20250411,002620.SZ
20250411,603272.SH
20250411,002040.SZ
20250411,600685.SH
20250411,600343.SH
20250414,600785.SH
20250414,603277.SH
20250414,605598.SH
20250414,603029.SH
20250414,000417.SZ
20250414,000716.SZ
20250414,001391.SZ
20250414,600490.SH
20250414,002427.SZ
20250414,002758.SZ
20250414,002803.SZ
20250414,002697.SZ
20250414,603063.SH
20250414,603708.SH
20250414,002216.SZ
20250414,002984.SZ
20250414,603790.SH
20250414,002853.SZ
20250414,600280.SH
20250414,603395.SH
20250414,002588.SZ
20250414,000014.SZ
20250414,002132.SZ
20250414,000882.SZ
20250414,000735.SZ
20250414,003010.SZ
20250414,605179.SH
20250414,002851.SZ
20250414,002086.SZ
20250414,001339.SZ
20250414,600300.SH
20250414,600744.SH
20250414,002819.SZ
20250414,001318.SZ
20250414,600694.SH
20250414,002899.SZ
20250414,600610.SH
20250414,002510.SZ
20250414,000501.SZ
20250414,600793.SH
20250414,000862.SZ
20250414,605080.SH
20250414,002981.SZ
20250414,002566.SZ
20250414,002611.SZ
20250414,605338.SH
20250414,600828.SH
20250414,603500.SH
20250414,605318.SH
20250414,600778.SH
20250414,605337.SH
20250414,605060.SH
20250414,605138.SH
20250414,603970.SH
20250414,603777.SH
20250414,002556.SZ
20250414,002734.SZ
20250414,603583.SH
20250414,000430.SZ
20250415,603281.SH
20250415,002077.SZ
20250415,601606.SH
20250415,002380.SZ
20250415,603078.SH
20250415,600239.SH
20250415,000905.SZ
20250415,603767.SH
20250415,600207.SH
20250415,002347.SZ
20250415,002707.SZ
20250415,000920.SZ
20250415,600622.SH
20250415,603061.SH
20250415,603895.SH
20250415,002730.SZ
20250415,000710.SZ
20250415,601002.SH
20250415,600192.SH
20250415,600171.SH
20250415,000520.SZ
20250415,600172.SH
20250415,603375.SH
20250415,603712.SH
20250415,000796.SZ
20250415,000886.SZ
20250415,002825.SZ
20250415,603166.SH
20250415,603267.SH
20250415,002102.SZ
20250415,002453.SZ
20250415,002265.SZ
20250415,000953.SZ
20250415,002383.SZ
20250415,000833.SZ
20250415,600391.SH
20250415,000815.SZ
20250415,001298.SZ
20250415,002896.SZ
20250415,002685.SZ
20250415,002838.SZ
20250415,001256.SZ
20250415,000566.SZ
20250415,002630.SZ
20250415,600751.SH
20250415,002696.SZ
20250415,003036.SZ
20250415,603933.SH
20250415,600550.SH
20250415,600279.SH
20250415,002767.SZ
20250415,003026.SZ
20250415,603458.SH
20250415,603226.SH
20250415,002620.SZ
20250415,603272.SH
20250415,600685.SH
20250415,603680.SH
20250415,600343.SH
20250416,600403.SH
20250416,002489.SZ
20250416,600844.SH
20250416,600605.SH
20250416,000417.SZ
20250416,600490.SH
20250416,002272.SZ
20250416,002264.SZ
20250416,002803.SZ
20250416,002639.SZ
20250416,603063.SH
20250416,603790.SH
20250416,002853.SZ
20250416,000014.SZ
20250416,002132.SZ
20250416,001339.SZ
20250416,002510.SZ
20250416,002301.SZ
20250416,000430.SZ
20250416,603693.SH
20250416,002981.SZ
20250416,002611.SZ
20250416,603500.SH
20250416,002255.SZ
20250416,605060.SH
20250416,605138.SH
20250416,603777.SH
20250416,603583.SH
20250416,002760.SZ
20250417,603061.SH
20250417,000600.SZ
20250417,600171.SH
20250417,002685.SZ
20250417,603078.SH
20250417,000566.SZ
20250417,600751.SH
20250417,600505.SH
20250418,600300.SH
20250418,603967.SH
20250418,002272.SZ
20250421,002584.SZ
20250421,002985.SZ
20250421,600505.SH
20250421,000859.SZ
20250421,600939.SH
20250421,603938.SH
20250422,002446.SZ
20250422,601010.SH
20250422,002796.SZ
20250422,003027.SZ
20250422,600776.SH
20250422,002981.SZ
20250422,002278.SZ
20250422,002277.SZ
20250422,000628.SZ
20250422,002177.SZ
20250422,002342.SZ
20250422,002792.SZ
20250423,603918.SH
20250423,001337.SZ
20250423,000626.SZ
20250423,002131.SZ
20250423,002345.SZ
20250423,002985.SZ
20250423,003006.SZ
20250423,603103.SH
20250423,002479.SZ
20250423,002795.SZ
20250423,000862.SZ
20250423,002297.SZ
20250423,605488.SH
20250423,603938.SH
20250423,002172.SZ
20250423,601069.SH
20250423,600589.SH
20250424,600668.SH
20250424,603535.SH
20250424,600278.SH
20250424,003029.SZ
20250424,003027.SZ
20250424,600105.SH
20250424,000957.SZ
20250424,000628.SZ
20250424,600119.SH
20250424,600787.SH
20250425,603918.SH
20250425,603103.SH
20250425,002479.SZ
20250425,000837.SZ
20250425,002795.SZ
20250425,601177.SH
20250425,605208.SH
20250425,002553.SZ
20250425,600592.SH
20250425,605488.SH
20250425,605018.SH
20250425,001380.SZ
20250428,600668.SH
20250428,600278.SH
20250428,600310.SH
20250428,600800.SH
20250428,603399.SH
20250428,002098.SZ
20250428,002891.SZ
20250428,600969.SH
20250428,603226.SH
20250428,600105.SH
20250428,000881.SZ
20250429,001298.SZ
20250429,601177.SH
20250429,605016.SH
20250429,000966.SZ
20250429,605208.SH
20250429,002418.SZ
20250429,600592.SH
20250429,600771.SH
20250429,001380.SZ
20250429,603280.SH
20250430,002376.SZ
20250430,002780.SZ
20250430,000720.SZ
20250430,603113.SH
20250430,600610.SH
20250430,600678.SH
20250430,002530.SZ
20250430,600589.SH
20250430,603985.SH
